date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:20:57	5872/5872	---M-Z	200	added ('OK')	text/html	etag:%2216f0-55d7b1852e680-gzip%22	http://bonjourbebe.pl/2/kuchnia.html	bonjourbebe.pl/2/kuchnia.html	(from http://bonjourbebe.pl/2/index.html)
15:20:59	4349/4349	---M-Z	200	added ('OK')	text/html	etag:%2210fd-55d7b18346200-gzip%22	http://bonjourbebe.pl/2/bezpieczenstwo.html	bonjourbebe.pl/2/bezpieczenstwo.html	(from http://bonjourbebe.pl/2/index.html)
15:21:03	4518/4518	---M--	200	added ('OK')	image/png	etag:%2211a6-55d9076e5d1c0%22	http://bonjourbebe.pl/2/gfx/tel.png	bonjourbebe.pl/2/gfx/tel.png	(from http://bonjourbebe.pl/2/index.html)
15:21:05	3860/3860	---M--	200	added ('OK')	image/png	etag:%22f14-55d9076f51400%22	http://bonjourbebe.pl/2/gfx/facebook.png	bonjourbebe.pl/2/gfx/facebook.png	(from http://bonjourbebe.pl/2/index.html)
15:21:07	2913/2913	---M--	200	added ('OK')	image/png	etag:%22b61-55a4fe1565140%22	http://bonjourbebe.pl/1/gfx/lista.png	bonjourbebe.pl/1/gfx/lista.png	(from http://bonjourbebe.pl/1/style/style.css)
15:21:09	3186/3186	---M--	200	added ('OK')	image/png	etag:%22c72-55a4fe1659380%22	http://bonjourbebe.pl/1/gfx/strzalkaGaleria.png	bonjourbebe.pl/1/gfx/strzalkaGaleria.png	(from http://bonjourbebe.pl/1/style/style.css)
15:21:11	3316/3316	---M--	200	added ('OK')	image/png	etag:%22cf4-55a4fe1eee7c0%22	http://bonjourbebe.pl/1/gfx/tyl.png	bonjourbebe.pl/1/gfx/tyl.png	(from http://bonjourbebe.pl/1/style/style.css)
15:21:13	3308/3308	---M--	200	added ('OK')	image/png	etag:%22cec-55a4fe1659380%22	http://bonjourbebe.pl/1/gfx/przod.png	bonjourbebe.pl/1/gfx/przod.png	(from http://bonjourbebe.pl/1/style/style.css)
15:21:15	1368/1368	---M--	200	added ('OK')	image/png	etag:%22558-55a4fe3019040%22	http://bonjourbebe.pl/1/gfx/images/prev.png	bonjourbebe.pl/1/gfx/images/prev.png	(from http://bonjourbebe.pl/1/style/lightbox.css)
15:21:17	1359/1359	---M--	200	added ('OK')	image/png	etag:%2254f-55a4fe3019040%22	http://bonjourbebe.pl/1/gfx/images/next.png	bonjourbebe.pl/1/gfx/images/next.png	(from http://bonjourbebe.pl/1/style/lightbox.css)
15:23:17	1533372/1533372	---M--	200	added ('OK')	image/png	etag:%221765bc-55a4fe1841800%22	http://bonjourbebe.pl/1/gfx/tlo.png	bonjourbebe.pl/1/gfx/tlo.png	(from http://bonjourbebe.pl/1/index.html)
15:23:25	94839/94839	---M-Z	200	added ('OK')	application/javascript	etag:%2217277-55a4fe32014c0-gzip%22	http://bonjourbebe.pl/1/style/jquery-1.7.2.min.js	bonjourbebe.pl/1/style/jquery-1.7.2.min.js	(from http://bonjourbebe.pl/1/kontakt.html)
15:23:47	1144227/1144227	---M--	200	added ('OK')	image/png	etag:%221175a3-55da4e8d75880%22	http://bonjourbebe.pl/2/gfx/tlo.png	bonjourbebe.pl/2/gfx/tlo.png	(from http://bonjourbebe.pl/2/index.html)
15:24:14	156477/156477	---M--	200	added ('OK')	image/jpeg	etag:%222633d-55a4fe296c080%22	http://bonjourbebe.pl/1/gfx/galeria2/01.jpg	bonjourbebe.pl/1/gfx/galeria2/01.jpg	(from http://bonjourbebe.pl/1/galeria.html)
15:24:39	140728/140728	---M--	200	added ('OK')	image/jpeg	etag:%22225b8-55a4fe296c080%22	http://bonjourbebe.pl/1/gfx/galeria2/02.jpg	bonjourbebe.pl/1/gfx/galeria2/02.jpg	(from http://bonjourbebe.pl/1/galeria.html)
15:25:03	142978/142978	---M--	200	added ('OK')	image/jpeg	etag:%2222e82-55a4fe2a602c0%22	http://bonjourbebe.pl/1/gfx/galeria2/03.jpg	bonjourbebe.pl/1/gfx/galeria2/03.jpg	(from http://bonjourbebe.pl/1/galeria.html)
15:25:30	158132/158132	---M--	200	added ('OK')	image/jpeg	etag:%22269b4-55a4fe2a602c0%22	http://bonjourbebe.pl/1/gfx/galeria2/04.jpg	bonjourbebe.pl/1/gfx/galeria2/04.jpg	(from http://bonjourbebe.pl/1/galeria.html)
15:25:45	864348/864348	---M--	200	added ('OK')	image/png	etag:%22d305c-55a4fe1eee7c0%22	http://bonjourbebe.pl/1/gfx/tloKadra.png	bonjourbebe.pl/1/gfx/tloKadra.png	(from http://bonjourbebe.pl/1/kontakt.html)
15:25:58	148457/148457	---M--	200	added ('OK')	image/jpeg	etag:%22243e9-55a4fe2a602c0%22	http://bonjourbebe.pl/1/gfx/galeria2/05.jpg	bonjourbebe.pl/1/gfx/galeria2/05.jpg	(from http://bonjourbebe.pl/1/galeria.html)
15:26:12	1008294/1008294	---M--	200	added ('OK')	image/png	etag:%22f62a6-55a4fe1a29c80%22	http://bonjourbebe.pl/1/gfx/tloAktualnosci.png	bonjourbebe.pl/1/gfx/tloAktualnosci.png	(from http://bonjourbebe.pl/1/aktualnosci.html)
15:26:15	1008294/1008294	---M--	200	added ('OK')	image/png	etag:%22f62a6-55a4fe1d06340%22	http://bonjourbebe.pl/1/gfx/tloGaleria.png	bonjourbebe.pl/1/gfx/tloGaleria.png	(from http://bonjourbebe.pl/1/galeria.html)
15:26:15	166183/166183	---M--	200	added ('OK')	image/jpeg	etag:%2228927-55a4fe2b54500%22	http://bonjourbebe.pl/1/gfx/galeria2/06.jpg	bonjourbebe.pl/1/gfx/galeria2/06.jpg	(from http://bonjourbebe.pl/1/galeria.html)
15:26:28	170697/170697	---M--	200	added ('OK')	image/jpeg	etag:%2229ac9-55a4fe2b54500%22	http://bonjourbebe.pl/1/gfx/galeria2/07.jpg	bonjourbebe.pl/1/gfx/galeria2/07.jpg	(from http://bonjourbebe.pl/1/galeria.html)
15:26:41	168848/168848	---M--	200	added ('OK')	image/jpeg	etag:%2229390-55a4fe2c48740%22	http://bonjourbebe.pl/1/gfx/galeria2/08.jpg	bonjourbebe.pl/1/gfx/galeria2/08.jpg	(from http://bonjourbebe.pl/1/galeria.html)
15:26:41	160135/160135	---M--	200	added ('OK')	image/jpeg	etag:%2227187-55a4fe2c48740%22	http://bonjourbebe.pl/1/gfx/galeria2/09.jpg	bonjourbebe.pl/1/gfx/galeria2/09.jpg	(from http://bonjourbebe.pl/1/galeria.html)
15:26:48	190952/190952	---M--	200	added ('OK')	image/jpeg	etag:%222e9e8-55a4fe2c48740%22	http://bonjourbebe.pl/1/gfx/galeria2/10.jpg	bonjourbebe.pl/1/gfx/galeria2/10.jpg	(from http://bonjourbebe.pl/1/galeria.html)
15:26:54	153013/153013	---M--	200	added ('OK')	image/jpeg	etag:%22255b5-55a4fe2d3c980%22	http://bonjourbebe.pl/1/gfx/galeria2/11.jpg	bonjourbebe.pl/1/gfx/galeria2/11.jpg	(from http://bonjourbebe.pl/1/galeria.html)
15:27:06	136797/136797	---M--	200	added ('OK')	image/jpeg	etag:%222165d-55a4fe2d3c980%22	http://bonjourbebe.pl/1/gfx/galeria2/12.jpg	bonjourbebe.pl/1/gfx/galeria2/12.jpg	(from http://bonjourbebe.pl/1/galeria.html)
15:27:10	153365/153365	---M--	200	added ('OK')	image/jpeg	etag:%2225715-55a4fe2d3c980%22	http://bonjourbebe.pl/1/gfx/galeria2/13.jpg	bonjourbebe.pl/1/gfx/galeria2/13.jpg	(from http://bonjourbebe.pl/1/galeria.html)
15:27:11	130127/130127	---M--	200	added ('OK')	image/jpeg	etag:%221fc4f-55a4fe2e30bc0%22	http://bonjourbebe.pl/1/gfx/galeria2/14.jpg	bonjourbebe.pl/1/gfx/galeria2/14.jpg	(from http://bonjourbebe.pl/1/galeria.html)
15:27:53	235326/235326	---M--	200	added ('OK')	image/png	etag:%223973e-55a4fe20d6c40%22	http://bonjourbebe.pl/1/gfx/galeria1/03.png	bonjourbebe.pl/1/gfx/galeria1/03.png	(from http://bonjourbebe.pl/1/galeria.html)
15:27:53	341986/341986	---M--	200	added ('OK')	image/png	etag:%22537e2-55a4fe1fe2a00%22	http://bonjourbebe.pl/1/gfx/galeria1/01.png	bonjourbebe.pl/1/gfx/galeria1/01.png	(from http://bonjourbebe.pl/1/galeria.html)
15:27:55	278389/278389	---M--	200	added ('OK')	image/png	etag:%2243f75-55a4fe20d6c40%22	http://bonjourbebe.pl/1/gfx/galeria1/02.png	bonjourbebe.pl/1/gfx/galeria1/02.png	(from http://bonjourbebe.pl/1/galeria.html)
15:28:00	270441/270441	---M--	200	added ('OK')	image/png	etag:%2242069-55a4fe20d6c40%22	http://bonjourbebe.pl/1/gfx/galeria1/04.png	bonjourbebe.pl/1/gfx/galeria1/04.png	(from http://bonjourbebe.pl/1/galeria.html)
15:28:27	192744/192744	---M--	200	added ('OK')	image/png	etag:%222f0e8-55a4fe21cae80%22	http://bonjourbebe.pl/1/gfx/galeria1/05.png	bonjourbebe.pl/1/gfx/galeria1/05.png	(from http://bonjourbebe.pl/1/galeria.html)
15:28:51	306641/306641	---M--	200	added ('OK')	image/png	etag:%224add1-55a4fe22bf0c0%22	http://bonjourbebe.pl/1/gfx/galeria1/06.png	bonjourbebe.pl/1/gfx/galeria1/06.png	(from http://bonjourbebe.pl/1/galeria.html)
15:28:58	325545/325545	---M--	200	added ('OK')	image/png	etag:%224f7a9-55a4fe23b3300%22	http://bonjourbebe.pl/1/gfx/galeria1/08.png	bonjourbebe.pl/1/gfx/galeria1/08.png	(from http://bonjourbebe.pl/1/galeria.html)
15:28:59	350052/350052	---M--	200	added ('OK')	image/png	etag:%2255764-55a4fe23b3300%22	http://bonjourbebe.pl/1/gfx/galeria1/07.png	bonjourbebe.pl/1/gfx/galeria1/07.png	(from http://bonjourbebe.pl/1/galeria.html)
15:29:24	310098/310098	---M--	200	added ('OK')	image/png	etag:%224bb52-55a4fe24a7540%22	http://bonjourbebe.pl/1/gfx/galeria1/09.png	bonjourbebe.pl/1/gfx/galeria1/09.png	(from http://bonjourbebe.pl/1/galeria.html)
